unique_id,article_title,article_type,publication_date,publication_text
LTN19711026-01.2.15,Homecoming 1971 was ... ,ARTICLE,26 October 1971,"<p dir=""auto"">Homecoming 1971 was ...</p><p dir=""auto"">... the new queen being crowned ... ByKathyZinser Pat Nelson , 18 , sophomore from Cuyahoga Falls majoring in social work , was crowned 1971 Homecoming queen during a ceremony prior to Saturday ' s football game with Wisconsin . Announcement of the queen and her court was made by Pam Segrist , a senior from Swanton and Homecoming Committee chairman . Members of the court are Jill Eversole , 19 . sophomore from Baltimore , Ohio ; Sandy Kollar , 19 , sophomore from Masury ; Kathy Koscak , 20 , junior from Parma ; and Faye Ramirez , 20 . senior from Bucyrus . Jeanne Ramer , last year ' s Homecoming queen , crowned Nelson who was escorted by Sandy Fain , senior from Lorain . Calling for a "" personal effort to bridge the generation gap , "" Richard M . Mall , director of Alumni Affairs for the Ohio State University Association , kissed the queen after presenting her with a trophy . Also present at the ceremony was Miss Universe , Georgina Rizk of Beirut , Lebanon .</p><p dir=""auto"">""I wasn ' t elected to represent the women of Ohio State , "" Nelson said . ""I ran to represent all of Ohio State . '' She will participate in various campus activities and will make presentations when called upon to do so , according to Nelson . Though many girls who become queens are under criticism from the women ' s liberation movement , Nelson believes her decision to run has not hurt the movement . ""There are some things I agree with , such as equal pay opportunities , but there are also other aspects that I disagree with , "" she said . Nelson said she didn't believe it was the man ' s place to stay at home while the wife works . Along with the bouquet and trophy , Nelson will receive a $ 100 scholarship and various prizes donated by campus merchants , according to Segrist .</p><p dir=""auto"">Jim MacQueen photo HOMECOMING QUEEN Pat Nelson ( above ) is crowned with a 150 carat tiara valued at $ 100 , 000 at pregame ceremonies Saturday . President Fawcett ( below ) looks on during last-minute preparations for Friday ' s Homecoming parade .</p>"
LTN19731017-01.2.26,No queen ,ARTICLE,17 October 1973,"<p dir=""auto"">No queen</p><p dir=""auto"">Ohio State ' s Homecoming Queen contest is a ridiculous , outmoded tradition that should be discontinued . At a school the size of this university , the majority of the students never have seen or heard of the members of the homecoming queen court and most could not care less who those selected beauties are . The Homecoming Committee should have taken a hint from the student body which year after year has refused to vote in any significant numbers for queen candidates . ""The response has been so bad we changed the voting so that a panel of judges picks the court now , "" Eldon Plummer . co-chairman of the 1973 Homecoming Committee , said . Changing the manner of selecting the court does not change the fact that the contest basically boils down to a cheap ego trip for a couple hundred contestants . At many small colleges , the contestants are known by practically all of the</p><p dir=""auto"">student body and the contest is anxiously awaited because of the meaning it has for students . But at a huge university such as Ohio State , the contestants are unknown and the contest has little if any meaning to the school . The contest itself has gone sexless , as males were allowed to enter last year for the first time . Two men did , but neither was fortunate enough to make the queen ' s court . If a male does win the coveted title he will still be hailed as "" queen . "" Colleges and universities across the nation have elected cows , pigs and males to point out that the practice of selecting one woman to reign over a day ' s festivities is really a laughing matter . The duties of the queen at the homecoming parade Oct . 27 are ""to be there and look nice , "" according to Plummer . What a thrill it must be to know that you were the one selected who could be there and look nice .</p><p dir=""auto"">' . 'The idea of homecoming is that it ' s a little of the 'Go , go Ohio State' bit , "" Plummer explained . ""It sort of rounds out homecoming to have a queen and court . "" If it ' s rounding out they want , let ' s make Brutus Buckeye queen !</p>"
LTN19751017-01.2.58,Homecoming : a nostalgic look back ,ARTICLE,17 October 1975,"<p dir=""auto"">Homecoming : a nostalgic look back</p><p dir=""auto"">14 THE OHJO STATE tANTERN , Fri ., Oct . 17 , 1975 j £ XCiteiUeUt Of UUSt UUfOT'gettable</p><p dir=""auto"">By Howard Moore Eds . Note : Howard Moore is working as a Lantern reporter as an enrollee in the University ' s Program ' 65 . Moore , a 1933 Ohio State graduate , has seen many homecomings and has gathered his impressions of activities then and now . Something about homecoming week in and around Buckeye Land gets into one ' s blood stream . Unforgettable , you mean ? Visualize October ' s golden leaves floating lazily down from high branches . Trees , like blazing fires , under blue , cloudless skies . Those chrysanthemums and marigolds along the Oval . Then laurel and old rose bushes . Then the Buckeye band , the floats and the homecoming parade . Finally , the climactic game</p><p dir=""auto"">— Badgers versus Bucks . This year it ' s difficult to gel a better setting for homecoming week . Besides , the Bucks are Number 1 and aiming to stay that way . And those fraternities and sorority houses and the people — they'll all be out trying out newer designs for floats or dragging out older versions for repair and newer ideas . Don't overlook "" nostalgia "" — a nameless something difficult to pinpoint . All the same , the ""thing"" is there . One gets the ""feel of homecoming"" with old grads coming back after long absences , the chatting of oldtimers , or maybe dropping by for open house at your favorite place . Maybe a visit with a house mother , someone you neglected to write .</p><p dir=""auto"">IT COULD be a person like ""Mom"" Hayes , house mother over at Alpha Zeta , agricultural fraternity house , 14 th and Indianola . Listening to this lady's experiences in and around Buckeye land is contagious . But the fellows , year in and yea "" r * out , come back for a chat with Mom Hayes . She will tell you a thing or two about the "" good Old days . "" For Mom Hayes it has been 26 years of service at five different fraternities . She was brought into Alpha Zeta just this year , but — the lady</p><p dir=""auto"">added herself — she wouldn't have changed any of it . At the point of leaving , Mom was the escort out to the front hallway to show a large silver plaque which had been given to her by the boys recently . The silver plaque with names in large letters for Mom was in recognition of 25 years of service and devotion to frat boys in her charge . She could be elected ""homecoming queen mother"" in any showdown of popularity . One gets the 'feel of homecoming' with old grads coming back</p><p dir=""auto"">About homecoming , Mom rambled on , ""The boys do anything I ask without question . They willingly divide up work among themselves , keep things organized . If the house needs anything , all I need to do is ask . "" Mom Hayes glowed when she retold how lads in one fraternity she served helped out in an unusual manner when Xenia ' s tornado struck . They had great spirit , she said , and are ambitious in anything they do . She spoke about old Ohio Field of the Chick Harley days and of the first homecoming crowds in the shadow of the newly built Ohio stadium in 1921 . OVER AT THE Phi Kappa</p><p dir=""auto"">Tau House , members were found preparing for the Annual Pumpkin Sale starting Oct . 16 . It is a goodwill venture with proceeds set aside for purchase of a dog for a needy blind lad . Each fraternity cooperates with a sorority with specific girls entered in the pumpkin queen contest . A promotion idea — anyone who buys a pumpkin becomes eligible to vote for a girl in this contest . As the Pi Betta Phi sorority on Indianola , girls are still talking about their success last year of getting four girls on homecoming court . They are still elated that any of at least three girls could have been elected queen last fall . Such success whets the ' 75 selection for queen . When the subject of floats for the ' 75 parade came up , a bystander noted there is ""less secretiveness"" in the planning and designs this year . Getting fellows started early enough to meet deadlines for completion is still a big problem , he said . At the Phi Delta Theta fraternity on luka , Don Huline is chairman of a homecoming committee . He believes that ""homecoming pranks"" are dying off . ""The fellows here and at other houses are terribly busy and actually more serious minded about their homecoming chores , "" Huline declared .</p><p dir=""auto"">IT IS A WEEK of great expectations over at Pi Beta Phi . Open house will be the main emphasis . They have a girl named for homecoming queen — Marilyn Doyle . They will have a big float using chrysanthemums , and while working with Beta Theta Pi on it , there may be bouquets to spare . Could you come up with some new idea about</p><p dir=""auto"">""elected queens ? "" Back in 1925 , a Buckeye homecoming committee hauled out one — most unusual to say the least . That year , during Farmer ' s Week , a champion cow , Maudine Ormsby , was elected queen . She beat out a court of 10 beautiful girls for that prize . The 1925 Makio carries the story and with it a picture of the select cow alongwith that of Ex-Governor Frank Lowden of Illinois who was visiting here . And on the next page , there is another picture of Maudine at the center of a cattle judging clinic . For 1929 the Mardi Gras parade was a principal highlight homecoming week . Thirty-six floats were entered , the whole being led by the queen and the strutting Ohio State band . That same day Queen Ethel Husselman took a little ride in the Goodyear blimp ""Defender "" ( blimps are bigger now ) and landed at Ohio Stadium shortly before the game . Speaking of old year books , maybe you've noticed how Makios have handled Back in 1925 , a champion cow was elected queen</p><p dir=""auto"">homecoming events over the last half-century . You'll find the older ones over at Main Library , second floor , along with other treasured legends and traditions of Ohio State University .</p><p dir=""auto"">THE MAKIO of 1932 , through the medium of photos , provides a panorama of Ohio ' s homecoming traditions . Interesting they are , though perhaps many have fallen in discard over the years . One picture in the 1932 Makio has well-known Bill North billed on the same page with the Ohio Champion relay team of the same year . But the stadium is the background and you see crowds arriving for the ""big game . "" You'll see a picture of Wesley Fesler stepping down from the rostrum — presumably under the stadium where a banquet had been held . In 1931 , 44 years ago this fall , a heavily favored , strong</p><p dir=""auto"">Wisconsin Badger team came to the stadium to play the Buckeyes . The homecoming game turned out to be a defensive fight all the way . Most of the game the Buckeyes outbattled the Badgers . Yet something was missing — that final drive that scores touchdowns . Today , old-timers will be able to recite names of those battlers — fellows like Bob Horn , Bill Bell , Lew Hinchman , Wesley Fesler , Marty Varner and many others . Late in the game Fesler was forced to leave the game because of an injury . You could see the Ail-American back and end limping to the bench , head hanging , tearfully , one of those climaxes about homecoming never to be forgotten . HOMECOMING PLANS I</p><p dir=""auto"">give the local alumni association plenty of opportunity to help plan and carry out homecoming activities . Plans are made for one evening and the following day and evening , supposedly Friday evening and Saturday afternoon and evening . Old folks : beware of taking long rides with lower classmen</p><p dir=""auto"">On Friday there may be an alumni banquet to which all alumnus — wives and husbands — are invited . The banquet location will have to be planned locally ; it may be in a church , a club , a hotel or just about anywhere . Tickets are usually sold a week in advance and at the time of sale , the purchaser and the date of his graduation should be registered . This warning is to seniors and old grads , old folks who</p><p dir=""auto"">were the original instigators of abductions for long rides , the Friday night pie fights , and other tomfoolery victimized on incoming Freshmen . Now the shoe is on the other foot . Beware of taking long rides with unknown lower classmen . You could wind up stranded at some desolate predecided place without benefit of any money . Besides , you might not be able to make it back in town for the ""Big Game"" come Satur</p><p dir=""auto"">day . One warning should be sufficient . IN DAYS GONE by ""Senior Rides"" were a tradition of Alpha Gamma Rho with seniors the usual victims of ""long rides . "" One ofthe rules of such rides was upper classmen were not allowed to be taken out of Ohio ; but since Kelly's Island was still part of Ohio , several of them found themselves stranded there . Getting back to home base added to the anxiety .</p>"
LTN19701117-01.2.9,Service group plans Michigan game rally ,ARTICLE,17 November 1970,"<p dir=""auto"">Service group plans Michigan game rally</p><p dir=""auto"">Alpha Phi Omega Service Fraternity will sponsor a rally for the Michigan game on the West terrace ot the Ohiio Union Friday at 7 p . m . Jack Marcinick , rally</p><p dir=""auto"">chairman , said the rally will be similar to the homecoming kick-off rally but there are no plans for a parade . Marcinick said the team , coaching staff , cheerleaders and band will be there . ""We also hope to have Mayor M . E . Sensenbrenner there since he is a big backer of the team . ""</p>"
LTN19751017-01.2.63,Homecomings big at schools ,ARTICLE,17 October 1975,"<p dir=""auto"">Homecomings big at schools</p><p dir=""auto"">By Jerry Rush While homecoming may not mean much to some Ohio State students , it is one ofthe biggest and most anticipated events ofthe year for some ofthe area ' s smaller universities . At Capital University , the festivities begin four days before the Oct . 18 homecoming . Tim Philabaul , homecoming chairman , said the week before homecoming is highlighted with square dancing , jazz bands and a huge outdoor barbecue for all the students . Students' spirits are further heightened , Philabaul said , by cancelling of classes the Friday afternoon before the game with a bonfire and pep rally later in the evening . Capital University will host Mount Union College for the game . Homecoming queens of the past 25 years will be featured at that time . THE FESTIVITIES will close with a semi-formal dance that night . Charles Renner , a junior from Dunkirk , said , ""There is definitely a lot of student enthusiasm at Capital , especially with the freshmen . "" Steve Tymer , a senior from Columbus , said , ""When people at Ohio State think of homecoming , they think football and not much else . But at Capital the football team is not the dominating part of homecoming . At Capital we put more emphasis on the homecoming ceremony and the greeting ofthe alumni . "" Dale Bauer , a junior from Buffalo , New York , said , ""My high school never really had a homecomingso to be a part of one now is really exciting . I also get a kick out of watching all the guys try to get a date for the</p><p dir=""auto"">uuiuci -uiiimg luuiuan game w mi musiMii giuu v ^ uiiege . ""WE ARE a suitcase college . "" said Ralph Carpellotti , director of the Otterbein Campus Center . He said , ""Almost all Otterbein students pack up and go home on the weekends , since there usually isn ' t much to do . But homecoming weekend is a time when hardly anyone goes home . "" • Otterbein ' s homecoming on Oct . 25 will be highlighted by a parade featuring 18 vehicles , 10 floats , eight marching bands and a riding corps of 20 women on horseback . The homecoming queen will be crowned during the halftime of Otterbein ' s game against Wooster College , Carpelloti added . A buffet dinner for the students and an informal dance will follow the game and end the celebration . Carpellotti added , ""The homecoming always generates a lot of student enthusiasm here . The students really think it ' s great . "" BOB BUCHAN , a senior from Columbus , thinks the size ofthe school is what makes the students get more involved in the homecoming . ""Since we are just a small school , everybody knows everybody else . Because of this everyone does all they can to make a good homecoming . Also , since everyone knows who the queen candidates are and see them almost every day , there are more people that vote for homecoming queen , "" he said . Beatrice Stephens , director of alumni affairs for Dennison University , said , ""The enthusiasm is just phenomenal . I ' ve never seen so much of it . "" Even though their campus women ' s liberation organizations have put an end to the ceremony of electing a homecoming queen , they are still expecting a large number of alumni to return to see the Oct . 25 homecoming football game with Muskingum College .</p>"
LTN19701120-01.2.18,"Woody , team , band to highlight game rally tonight at Ohio Union ",ARTICLE,20 November 1970,"<p dir=""auto"">Woody , team , band to highlight game rally tonight at Ohio Union</p><p dir=""auto"">Alpha Phi Omega Service Fraternity will sponsor a rally for the Michigan game on the west terrace of the Ohio Union today at 7 : 00 p . m . Jack Marcinick , rally chairman , said that the rally will be similar to the Homecoming kick-off rally , but there are no present plans for a parade . Marcinick said that the team , coaching staff , cheerleaders and band will be there . ""We also hope to have Mayor M . E . Sensenbrenner there since he is a big backer of the team , "" Marcinick said .</p>"
LTN19791024-01.2.33,Students preparing for float competition,ARTICLE+ILLUSTRATION,24 October 1979,"<p dir=""auto"">Students preparing for float competition</p><p dir=""auto"">By Rhonda Wilson Fraternities, sororities, dormitories and organizations from the campus area are busy preparing their entries for OSU's Homecoming float competition. All entries will be placed in one of two divisions, float and junior float, said Bob Drexler, co-chairman of the float and junior float committee. A junior float is smaller than the regular, full-sized floats, he said. Its base is a truck or car. Drexler explained that the junior float competition was initiated ""to get dorms and smaller fraternities and sororities involved.""</p><p dir=""auto"">This year, 24 floats and seven junior floats are entered in competition. Oft he total, seven are from the dorms, one from the engineering council and one from University Grange, Drexler a senior from Akron said. He said no more than $750 could be spent on any float and estimated the average for regular floats was $500 and $350 for the junior floats. Entries will be judged on their adherence to this year's theme Heroes; their originality; professionalism and overall appearance. First, second and third place will be awarded in each division.</p><p dir=""auto"">Lantern File Photo A haunting vision from the past can hang around. Here is the ""Deathmobile,"" a favorite from the motion picture ""Animal House,"" which appeared in the 1978 Homecoming parade.</p>"
LTN19710929-01.2.67,"May Queen , arrived the ugly man ",ARTICLE,29 September 1971,"<p dir=""auto"">May Queen , arrived the ugly man</p><p dir=""auto"">concert with ""big"" names such as Blood , Sweat and Tears in 1969 . To eliminate the emphasis on Greek participation in campus traditions , candidates for May Queen and Homecoming Queen in 1969 were not allowed to publicize their sorority or organization affiliations . May Queen dropped The board succeeded in having all classes instead of only afternoon ones cancelled for May Day activities , and in 1970 the group eliminated May Queen altogether and put a greater emphasis on service activities instead of fun during May Week . The 1971 May Week ,</p><p dir=""auto"">planned despite the threat of a repeat of the Spring Quarter 1970 disturbances , included tutoring projects , a clean-up of off-campus alleys , a carnival , a rock concert , bed races and a speech by U . S . Sen . George McGovern , D-S . D . Homecoming has also been simplified . Greek houses , living units and dorms no longer compete for prizes won via elaborate and costly house donations . Many sororities and fraternities donate the $ 300 they might spend to decorate their lawn to a charity while others enter moveable floats in a Homecoming parade , a 1971 innovation .</p><p dir=""auto"">For coeds only The Homecoming Queen is no longer selected by a University-wide campaign featuring skits and a talent competition . Candidates fill out a questionnaire screened by a panel of persons not affiliated with the University who eventually select five contestants .</p><p dir=""auto"">The origins of Homecoming and May Week have been obscured by the changes . Originally May Day was a stately affair for coeds only . The first May Day was sponsored in 1909 by the Women ' s Student Council and was climaxed when senior women dressed as nymphs , raindrops , clouds and the wind danced the minuet in Mirror Lake Hollow . By the 1920 ' s men joined the festivities then known as Traditions Week which cli</p><p dir=""auto"">Ugly Man</p><p dir=""auto"">maxed in 1925 when police armed with blackjacks were called to Bucket and Dipper ( junior men ' s honorary ) initiations when some members tried to throw unwilling freshmen into Mirror Lake . Queen cow The May Week Auction , discontinued in the 1960 s , featured the "" sale"" of University officials to students , such as John T . Bonner , vice president for educational services .</p><p dir=""auto"">whose services as a butler were once purchased for $ 26 . Homecoming highlights include 1926 when Maudine Ormsby , a prize Holstein cow from the agriculture college , was named queen and later disqualified . In 1935 elections were confused , too . when Rosina Dienlein and her identical twin Mary ran for queen . Agnes Heskett won and several law students threatened to abduct her when their proposal tc have queen candidates parade across tables in the library was overruled by the Administration . A la Miss America Dad ' s Day , a football Saturday when one student ' s father is the special guest ol</p><p dir=""auto"">the University , was changed to Parents' Weekend in 1969 . Formerly , students wrote essays of 25 words or less on why their fathers should be selected for the honor , but the event was enlarged to include invitations for all parents to attend the special game and the essay contest was eliminated . Another campus tradition , Golddiggers King , was also eliminated in 1969 . Dating back to 1936 this annual winter dance featured coeds buying the dance and dinner tickets , opening doors and escorting their boyfriends home . Everything from slide rules to vegetables to false teeth was used by coeds to</p><p dir=""auto"">construct corsages for their dates . Once only an all-girl affair called the ""Coed Prom , "" three boys crashed the event in 1915 and a tradition was born . It soon died as elaborate election procedures for selecting the handsomest male on campus sprang up , including talent contests and personality interviews a la Miss America . Demented Duck Golddigger competition in 1968 , the last year before the tradition was dropped because of lack of interest , included skits ""highlighted "" by Robert Musson ' s sixminute monologue on the reactions of a new night watchman as King Kong</p><p dir=""auto"">climbs up the outside of the Empire State Building . While handsome Golddigger kings have been dropped from campus tradition , the annual Ugly Man On Campus contest , sponsored by Alpha Phi Omega service fraternity to aid area charities , fares much better . Young men transformed into hideous monsters via silly putty , paint , false noses and wigs stalk the campus grabbing unsuspecting coeds and demanding a donation for their favorite charity . This year such uglies as Gutter Snipe , Captain America , Tommy Trustee , Greasy Rider , Hairy Question and Demented Duck raised $ 2 , 100 for charity .</p><p dir=""auto"">May Week</p>"
LTN19751017-01.2.22,Social event of the season ,ARTICLE,17 October 1975,"<p dir=""auto"">Social event of the season</p><p dir=""auto"">Autumn is a beautiful time of year . Soft winds gently pull the brightly-colored leaves from the trees and carefully guide them to the ground where they pile up , just waiting for a child to come rustling through ; delighting in the noise he can make by scattering the leaves in the wind once again . It is very pleasant to be outside in Autumn . So pleasant that I almost didn't mind waiting in line in front of my favorite bar last night . As I walked to the back , I noticed someone gesturing to me from a booth . I have received many gestures in bars but this one was friendly and the person seemed to be signaling for me to join him . I moved closer and saw it was my old friend and self-avowed victim ofthe welfare state , Sylvester P . Sullivan . ""Well Sully , it's good to see you're still up and about , "" I said . ""But since when do you sit in a booth ?"" ""I HAD AN unfortunate experience re</p><p dir=""auto"">Andrew Sailer</p><p dir=""auto"">cently which forced me to give up stools , "" Sylvester replied . ""You see , I fell off a stool the other day and stuck to the floor . It took four guys to tear me away . "" ""You can't buy these with foodstamps , "" Sully reminded me as the bartender asked for the money . ""Isn't it exciting around campus these days ? "" Sylvester inquired . ""You mean because ofthe beautiful Autumn days we've been having ? "" I responded . ""No , no , "" he angrily replied . ""Haven't you seen all the frenzied activity on fraternity and sorority row . ""WELL , I'VE SEEN some people dragging around dead animals and a lot of people standing around in the front yards on 15 th , but nothing really out ofthe ordinary , "" I said . Sully chose to ignore my nastiness and still looked quite enthused over the ""social event ofthe season"" so I gave in and asked if there were many events planned for homecoming . ""You wouldn't believe what a great lineup they ' ve got for us this year , "" he said , nearly bubbling over with enthusiasm , or was he bubbling over with beer ? Sylvester continued , ""Why , starting Friday afternoon there is going to be a dedication to All-America football players . That will be at Buckeye Grove . ""</p><p dir=""auto"">""THAT SOUNDS nice , "" I mumbled , thinking again of how pretty the trees are in October . ""And then Friday night there is gonna be a parade . I hear they expect as many as 40 to 50 people to show up for that . "" ""Wow , 40 to 50 people , "" I said in amazement . ""That ' s the biggest rally we've had around here for a long time . I hope the police don't find out about it . They'll probably arrest everyone for unlawful assembly . "" ""No , it's cool , "" Sully assured me . ""I think they got a permit . Besides Woody will square everything with the cops if there is any trouble . I mean , it ' s his parade so he wouldn't let the law mess it up , right ?"" ""Sure , sure . So what else is on the agenda ? "" I asked . I didn't really care but I found I got more drinking done if Sully did most ofthe talking . Sully grabbed a quick gulp from his bottle and said , ""I've also heard that after the third showing of the movie , Doc Turner will be conducting a special remedial lecture for the culturally deprived or anyone else who didn't understand the films . "" ""Super . I suppose there will be a queen and all that , "" I said . ""Definitely . What would homecoming be without a queen ?"" AFTER A LONG pause for thirst quenching I asked , ""Just what is homecoming anyway ?"" ""That's when all the alumni come back to see their school again and get drunk and pretend they're college kids again , "" Sully explained . ""Of course for a lot of recent graduates homecoming isn't very important . "" he added .</p><p dir=""auto"">""Why not ? Aren't they filled with school spirit ?"" ""It's not that , "" Sully said . ""It's just that a lot of recent grads wouldn't really be coming back to campus . They ' re still living in Columbus because they can't find jobs . ""</p>"
LTN19701016-01.2.9,Campus compass ,ARTICLE,16 October 1970,"<p dir=""auto"">Campus compass</p><p dir=""auto"">By DAVID BROWN Lantern Special Writer A turkey dinner and bazaar will be held today at the North United Methodist Church , Tompkins and East Avenues . For J-students There will be a meeting of all journalism students at 2 p . m . today in Hitchcock Hall 131 to elect officers to the Journalism Student Council . Islamic Foundation The Islamic Foundation will meet at 7 : 30 p . m . today in Page Hall 109 to elect officers . Homecoming events A Homecoming Rally will be held at 6 p . m . today outside the Stadium . The Homecoming Dance will be held from 6 p . m . to 1 a . m . today in the Ohio Union .</p><p dir=""auto"">The Homecoming Parade will leave from the Stadium at 10 a . m . Saturday . A pregame buffet will be held from 11 a . m . to 1 p . m . Saturday in the Ohio Union . A Pop Concert will be held at 7 : 30 p . m . Saturday in the St . John Arena . Phi Kappa Theta The formal dedication of the Phi Kappa Theta Fraternity will be held at 4 p . m . Saturday at 227 East 15 th Ave . Afro-Am An Afro-Am program , ""Nuff Said , "" will be held at 8 p . m . Saturday in Mershon Auditorium . An Afro-Am Gospel Show will be held at 4 p . m . Sunday in Hitchcock Hall . Study of Objectivism The Students for the Study of Objectivism , the philo</p><p dir=""auto"">sophy of Ayn Hand , will hold a regular meeting at 2 p . m . Sunday in Ohio Suites A and B of the Ohio Union . Foreign study Students interested in study in Scandinavia may obtain applications for fellowships and grants for various fields of study from Mrs . Morma Kennedy , Study Abroad Adviser , in the Office of International Programs , Administration Building 352 . Postdoctoral scholars and faculty members may obtain applications from Mrs . Kennedy for fellowships and grants for training and research on Latin American Studies . Psychology Association The Undergraduate Psychology Association will meet to ratify their constitution and elect officers</p><p dir=""auto"">at 7 p . m . Monday in Hagerty Hall 100 . Great Artists The National Band of New Zealand and Maori Dancers will be presented as part of the Great Artist Series at 8 p . m . Monday in Mershon Auditorium . Table Tennis Club The Ohio State Table Tennis Club will meet at 7 : 30 p . m . Monday in Pomerene Hall 213 . Mums sold Mums are being sold by Mortar Board in all Commons and outside the Ohio Union West Ballroom . Black Studies The Black Studies Division of the College of Humanities has moved from Brown Hall 110 to Dieter Cunz Hall 232 .</p>"
LTN19701019-01.2.19,Old ways the best ? ,ARTICLE,19 October 1970,"<p dir=""auto"">Old ways the best ?</p><p dir=""auto"">Kaleidoscope</p><p dir=""auto"">By LEANNE McLAUGHLIN I . anlern Contributing Editor Homecoming 1970 had some razzle but not much dazzle . It was billed ""The Dawning of the Age , "" but for at least one fan in Ohio Stadium Saturday , it was just another football game . ""You mean today ' s Homecoming ?"" asked an incredudous senior sitting in section 13 A . ""Where have you been all week ?"" countered the girl sitting beside him . ""Didn't you see the queen candidates , the signs to buy mums , the floats on High Street this morning . You ' re putting me on . You mean , you really didn't know it was Homecoming ?"" The boy slowly shook his head and started to speak but the girl looked away in disgust . ""You ' re impossible , man , really unbelievable , "" she said . But he wasn ' t alone . There were several persons on High Street Saturday morning watching the crepe paper floats pass by who didn't recognize Homecoming , either . And . there ,, were ., many , more parade watchers who weren't- aware that it was ""the dawning of a new age . "" What do you think of ""The Dawning of the Age"" activities , I asked 20 people standing at 15 th and high .</p><p dir=""auto"">""Well , I like the way they run the queen contest now , without all the expense of</p><p dir=""auto"">skits for each girl , but you really can't tell "" it's Homecoming by walking down 15 th Avenue , "" answered a petite girl in a plaid pantsuit . ""You don't see any hammers and nails , crepe paper and chicken wire or anything else that resembles a float . "" ""I remember when my parents brought me up here on Saturday mornings when I was in grade school to see the floats and I loved it . But I guess times change , "" she added . ""Well , I don't like it , and you can write that down . "" Your name , please . ""My name isn't important . I still don't like it , "" said a young man clad in a navy peajacket and bell-bottomed jeans . ""First they change Homecoming and eliminate May Queen . Then they try to tear down University Hall and put chicken franchises all up and down High Street in place of the old campus hangouts . I don't like what they ' re doing . They ? I asked . ""Yeah , they . All these super-cool people who've got to change everything to make it relevant . The ones who throw out tradition but don't have anything to put in its place . I guess I ' m square , but I enjoy watching queen skits even if I don't know the girls . And I like Homecoming lfoats that sit on the fraternity and sorority lawns and don't have 106 movable parts . "" ""Well , I think Homecoming is a waste of</p><p dir=""auto"">time , "" added a young man in a business suit coming out of Long ' s Bookstore . ""You spend all that money and you ' ve got nothing to show for it . You elect a queen and forget her name two days later . Why should we cater to the alumni when we ' re the ones paying the bills and going to school ?"" And what do you think ? I asked a middleaged woman in a flowered raincoat who was standing at 15 th and High . ""I think they changed Homecoming because they were afraid to plan anything elaborate like last spring ' s May Week that might get canceled because of student disturbances . You have only yourselves to blame for all the changes that've been made . If you'd buckle down and study instead of sitting on the Oval chanting , America would still have her traditions intact . "" The three students immediately began arguing with her and she walked away . The girl in the plaid pantsuit excused herself and hurried down 15 th Avenue saying , ""I really have nothing more to say , "" leaving the two young men , one in a business suit and the other in jeans , arguing loudly on the corner . Harmony and understanding ? Sympathy and trust abounding ? If Saturday signalled the dawning of a new age , I think I prefer the dusk of the old one .</p>"
LTN19701016-01.2.19,Social Work students vote on plan ,ARTICLE,16 October 1970,"<p dir=""auto"">Social Work students vote on plan</p><p dir=""auto"">By JAMES MOSKUS Lantern Special Writer Votes to be tabulated Oct . 20 will indicate whether the 657 students of the School of Social Work have accepted a proposal that appears to give them more than a 50 per cent representation on most faculty committees .</p><p dir=""auto"">A group of students last Spring struck the school as a result of the schools' rejection of a 50-50 representation proposal for all school committees . The document to be voted upon is called the Student-Faculty Proposals for Student Representation in the Governance of the School of Social Work . A committee composed of undergraduates , graduates and faculty spent the summer drafting the proposal . Representation varies The nine Program Committees would vary in number of student representatives from three to six members . James O . Billups , assistant director of the School of Social Work , said that only two or three faculty members would be on each of these committees . This would give a clear majority of students on each committee . In addition to student representation on committees , a Student Assembly would be formed by elected students from all committees . A total of 53 students would comprise the Assembly . Although students will have more than 50 per cent representation on</p><p dir=""auto"">committees , decisions should be arrived at by consensus . This hope was expressed by Milton S . Rosner , professor of Social Work and a member of the committee which drafted the proposal . Two main groups If the vote is affirmative , students will elect representatives to committees in two main groups : Sequence and Program . Sequence deals with curricula and Program with school policy . Rosner called it ""pluralistic decision making . He thinks that a proposal would be solved in one of the Sequence or Program Committees . Because of the variety of committees and the flexibility in the system to create even more committees , Rosner does not feel that a stand off between the Student Assembly and the Committee of Faculty will occur . Plan is realistic ""It ' s more realistic than a 50-50 representation , "" said Stanley Szalak , a graduate student from Lancaster , Pa . Gary Logan , a graduate from Columbus and a member of the Drafting Committee , said that if the vote were affirmative it would not be a constitution , but an operating document for all .</p><p dir=""auto"">Logan , and Kay Smith , a senior from Columbus , think that the only concern that might defeat the Proposal would be students' skepticism . ""It may seem too good to be true , "" Logan said . Richard R . Medhurst , director of the School of Social Work , said that previous student recommendations for representation "" were not structured . "" Student input allowed Medhurst said this is a system ""that will allow student inputs into all areas of the School of Social Work . The system is cumbersome , but that's the price of involvement , "" he said . Medhurst said there is a need for student involvement in all levels of the University and he feels the University is moving in this direction . Marlene Deutsch , a senior from New York and a participant in last Spring ' s strike against the school , said ""It will work if students take an interest in it . "" She thinks the faculty and administration are truly making an effort to work with students . One undergraduate and one graduate student would be elected from each section of each course in the five sequences in the School of Social Work .</p><p dir=""auto"">FIJI FLOAT—Members of Phi Gamma Delta fraternity prepare their Homecoming float for Saturday morning ' s parade down High Street . The</p><p dir=""auto"">( Lantern photo by Mike Stafford ) parade is part of the special Centennial celebration of this Homecoming .</p>"
