location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked,county,region
ZEPERNICK LAKE,-80.978146,40.788659,39,1981,Largemouth Bass,Fingerlings,4000,COLUMBIANA,NORTHEAST
WOODBURY WA PONDS,,,,1981,Largemouth Bass,Fingerlings,1000,COSHOCTON,SOUTHEAST
BUCYRUS RESERVOIR #1,-82.938242,40.827245,39,1981,Channel Catfish,Fingerlings,1650,CRAWFORD,NORTHWEST
BUCYRUS RESERVOIR #2,-82.928506,40.812734,31,1981,Channel Catfish,Fingerlings,1500,CRAWFORD,NORTHWEST
POWERS RESERVOIR,-82.803509,40.721617,28,1981,Walleye,Fingerlings,5075,CRAWFORD,NORTHWEST
RILEY RESERVOIR,-82.933241,40.827245,31,1981,Yellow Perch,Fingerlings,3000,CRAWFORD,NORTHWEST
NEW WASHINGTON RESERVOIR #2,-82.859346,40.951213,5,1981,Largemouth Bass,Fingerlings,120,CRAWFORD,NORTHWEST
NEW WASHINGTON RESERVOIR #2,-82.859346,40.951213,5,1981,Largemouth Bass,Fingerlings,120,CRAWFORD,NORTHWEST
CHAGRIN RIVER (LAKE ERIE),,,,1981,Coho Salmon,Fingerlings,42276,,
AQUILLA LAKE,-81.169823,41.546152,27,1986,Northern Pike,Fingerlings,360,GEAUGA,NORTHEAST
GRAND RIVER (LAKE ERIE),,,,1989,Rainbow Trout,Yearling,37500,,
ROCKY RIVER (LAKE ERIE),,,,1981,Rainbow Trout,Fingerlings,4000,,
OXBOW LAKE,-84.438405,41.346497,38,1981,Channel Catfish,Fingerlings,2000,DEFIANCE,NORTHWEST
OXBOW LAKE,-84.438405,41.346497,38,1981,Northern Pike,Fingerlings,800,DEFIANCE,NORTHWEST
ALUM CREEK LAKE,-82.963793,40.184249,3331,1981,Walleye,Fry,128800,DELAWARE,CENTRAL
HOOVER RESERVOIR,-82.881928,40.108163,2884,1981,Walleye,Fry,128800,FRANKLIN,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1981,Saugeye,Fry,130900,DELAWARE,CENTRAL
HURON RIVER (HURON R),,,,1981,Coho Salmon,Fingerlings,22896,,
HURON RIVER (HURON R),,,,1981,Coho Salmon,Fingerlings,31161,,
HURON RIVER (HURON R),,,,1981,Coho Salmon,Fingerlings,18664,,
HURON RIVER (HURON R),,,,1981,Coho Salmon,Fingerlings,21650,,
GRAND RIVER (LAKE ERIE),,,,1989,Rainbow Trout,Yearling,12040,,
HURON RIVER (HURON R),,,,1981,Coho Salmon,Fingerlings,26060,,
HURON RIVER (HURON R),,,,1981,Coho Salmon,Fingerlings,24000,,
RESTHAVEN POND #07,-82.830743,41.394242,59,1981,Largemouth Bass,Fingerlings,1475,ERIE,NORTHWEST
RESTHAVEN POND #07,-82.830743,41.394242,59,1981,Northern Pike,Fingerlings,1180,ERIE,NORTHWEST
RESTHAVEN POND #11,-82.830743,41.394242,29,1981,Northern Pike,Fingerlings,600,ERIE,NORTHWEST
OAKTHORPE LAKE,-82.447832,39.809329,43,1981,Northern Pike,Fingerlings,401,FAIRFIELD,CENTRAL
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,1981,Walleye,Fry,40000,FULTON,NORTHWEST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1981,Walleye,Fry,65000,FULTON,NORTHWEST
GREAT MIAMI RIVER (GREAT MIAMI R),,,,1984,Saugeye,Fingerlings,93075,,
DELTA RESERVOIR #1,-84.009991,41.588444,39,1981,Northern Pike,Fingerlings,795,FULTON,NORTHWEST
FULTON POND,-83.926403,41.596842,15,1981,Largemouth Bass,Fingerlings,375,FULTON,NORTHWEST
FULTON POND,-83.926403,41.596842,15,1981,Northern Pike,Fingerlings,375,FULTON,NORTHWEST
HARRISON LAKE,-84.360311,41.639322,98,1981,Channel Catfish,Fingerlings,5250,FULTON,NORTHWEST
METAMORA RESERVOIR,-83.938832,41.711683,6,1981,Channel Catfish,Fingerlings,220,FULTON,NORTHWEST
METAMORA RESERVOIR,-83.938832,41.711683,6,1981,Northern Pike,Fingerlings,220,FULTON,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,1981,Channel Catfish,Fingerlings,1450,LUCAS,NORTHWEST
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,1981,Yellow Perch,Fingerlings,2000,FULTON,NORTHWEST
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,1981,Walleye,Fry,39000,FULTON,NORTHWEST
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,1981,Channel Catfish,Fingerlings,2250,FULTON,NORTHWEST
GREAT MIAMI RIVER (GREAT MIAMI R),,,,1988,Saugeye,Fingerlings,19389,,
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,1981,Walleye,Fry,90000,FULTON,NORTHWEST
RIO GRANDE RESERVOIR,-82.389043,38.883974,8,1981,Largemouth Bass,Fingerlings,3170,GALLIA,SOUTHEAST
AQUILLA LAKE,-81.169823,41.546152,27,1981,Largemouth Bass,Fingerlings,450,GEAUGA,NORTHEAST
AQUILLA LAKE,-81.169823,41.546152,27,1981,Northern Pike,Fingerlings,360,GEAUGA,NORTHEAST
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1981,Northern Pike,Fingerlings,2082,GEAUGA,NORTHEAST
PINE LAKE,-80.634366,40.899662,484,1981,Largemouth Bass,Fingerlings,2000,MAHONING,NORTHEAST
PUNDERSON LAKE,-81.210446,41.460767,80,1981,Golden Trout,Yearling,2000,GEAUGA,NORTHEAST
GREAT MIAMI RIVER (GREAT MIAMI R),,,,1988,Saugeye,Fingerlings,30610,,
SALT FORK LAKE,-81.557065,40.104771,3060,1981,Channel Catfish,Fingerlings,15000,GUERNSEY,SOUTHEAST
SALT FORK LAKE,-81.557065,40.104771,3060,1981,Tiger Muskie,Fingerlings,5006,GUERNSEY,SOUTHEAST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,1981,Channel Catfish,Fingerlings,8800,HANCOCK,NORTHWEST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,1981,Walleye,Fingerlings,17100,HANCOCK,NORTHWEST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,1981,Yellow Perch,Fingerlings,18700,HANCOCK,NORTHWEST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,1981,Channel Catfish,Fingerlings,26000,HANCOCK,NORTHWEST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,1981,Walleye,Fingerlings,17100,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,1981,Walleye,Fingerlings,10450,HANCOCK,NORTHWEST
MCCOMB RESERVOIR #2,-83.779104,41.10612,20,1981,Bluegill,Fry,5000,HANCOCK,NORTHWEST
GREENFIELD LAKE,-82.632387,39.770858,12,1989,Bluegill,Fingerlings,3500,FAIRFIELD,CENTRAL
MCCOMB RESERVOIR #2,-83.779104,41.10612,20,1981,Walleye,Fry,65000,HANCOCK,NORTHWEST
TAPPAN LAKE,-81.225939,40.359266,2274,1981,Walleye,Fry,70000,HARRISON,NORTHEAST
DESHLER RESERVOIR #1,-83.901052,41.200786,18,1981,Northern Pike,Fingerlings,300,HENRY,NORTHWEST
DESHLER RESERVOIR #2,-83.901052,41.200786,3,1981,Northern Pike,Fingerlings,100,HENRY,NORTHWEST
HAMLER RESERVOIR,,,4,1981,Northern Pike,Fingerlings,80,HENRY,NORTHWEST
ROCKY FORK LAKE,-83.439915,39.185034,1953,1981,Muskellunge,Fingerlings,580,HIGHLAND,SOUTHWEST
ROCKY FORK LAKE,-83.439915,39.185034,1953,1981,Muskellunge,Adv. Fingerlings,962,HIGHLAND,SOUTHWEST
ROCKY FORK LAKE,-83.439915,39.185034,1953,1981,Walleye,Fry,100000,HIGHLAND,SOUTHWEST
LAKE LOGAN,-82.450711,39.534263,333,1981,Channel Catfish,Fingerlings,9550,HOCKING,SOUTHEAST
LAKE ALMA,-82.517937,39.144467,68,1981,Northern Pike,Fingerlings,4001,VINTON,SOUTHEAST
GREENFIELD LAKE,-82.632387,39.770858,12,1989,Channel Catfish,Fingerlings,770,FAIRFIELD,CENTRAL
ROSE LAKE,-82.537895,39.42491,21,1981,Brown Trout,Yearling,520,HOCKING,SOUTHEAST
ROSE LAKE,-82.537895,39.42491,21,1981,Rainbow Trout,Yearling,500,HOCKING,SOUTHEAST
ROSE LAKE,-82.537895,39.42491,21,1981,Rainbow Trout,Yearling,500,HOCKING,SOUTHEAST
ROSE LAKE,-82.537895,39.42491,21,1981,Yellow Perch,Fingerlings,1350,HOCKING,SOUTHEAST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,1981,Walleye,Fingerlings,16149,HURON,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,1981,Yellow Perch,Fingerlings,11900,HURON,NORTHWEST
NORWALK RESERVOIR #2,-82.582676,41.233947,52,1981,Northern Pike,Fingerlings,1020,HURON,NORTHWEST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,1981,Channel Catfish,Fingerlings,4250,HURON,NORTHWEST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,1981,Walleye,Fingerlings,4383,HURON,NORTHWEST
VERMILION RIVER (LAKE ERIE),,,,1981,Rainbow Trout,Fingerlings,15000,,
GREENFIELD LAKE,-82.632387,39.770858,12,1989,Largemouth Bass,Fingerlings,1400,FAIRFIELD,CENTRAL
VERMILION RIVER (LAKE ERIE),,,,1981,Rainbow Trout,All Sizes,10000,,
WILLARD RESERVOIR,-82.665177,41.057248,199,1981,Walleye,Fingerlings,11700,HURON,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,1981,Walleye,Fingerlings,8400,HURON,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,1981,Yellow Perch,Fingerlings,14939,HURON,NORTHWEST
COOPER HOLLOW WA PONDS,,,,1981,Channel Catfish,Yearling,250,JACKSON,SOUTHEAST
COOPER HOLLOW WA PONDS,,,,1981,Largemouth Bass,Yearling,400,JACKSON,SOUTHEAST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,1981,Redear Sunfish,Fry,27000,JACKSON,SOUTHEAST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,1981,Rainbow Trout,Yearling,8977,JACKSON,SOUTHEAST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,1981,Walleye,Fry,81600,JACKSON,SOUTHEAST
KNOX LAKE,-82.526554,40.496456,476,1981,Muskellunge,Fingerlings,500,KNOX,CENTRAL
KOKOSING LAKE,-82.575168,40.506455,154,1981,Channel Catfish,Fingerlings,1736,KNOX,CENTRAL
KOKOSING LAKE,-82.575168,40.506455,154,1981,Largemouth Bass,Fingerlings,4000,KNOX,CENTRAL
CHAGRIN RIVER (LAKE ERIE),,,,1981,Coho Salmon,Fingerlings,43263,,
CHAGRIN RIVER (LAKE ERIE),,,,1981,Coho Salmon,Fingerlings,8404,,
CHAGRIN RIVER (LAKE ERIE),,,,1981,Coho Salmon,Fingerlings,34740,,
CHAGRIN RIVER (LAKE ERIE),,,,1981,Rainbow Trout,Fingerlings,10000,,
CHAGRIN RIVER (LAKE ERIE),,,,1981,Rainbow Trout,Fingerlings,9000,,
GRIGGS RESERVOIR,-83.093798,40.015646,387,1984,Saugeye,Fry,401000,FRANKLIN,CENTRAL
GRAND RIVER (LAKE ERIE),,,,1981,Brown Trout,Yearling,1200,,
GRAND RIVER (LAKE ERIE),,,,1981,Brown Trout,Yearling,2000,,
GRAND RIVER (LAKE ERIE),,,,1981,Brown Trout,Fingerlings,28080,,
GRAND RIVER (LAKE ERIE),,,,1981,Rainbow Trout,Yearling,1200,,
GRAND RIVER (LAKE ERIE),,,,1981,Rainbow Trout,Yearling,1600,,
GRAND RIVER (LAKE ERIE),,,,1981,Sauger,Fingerlings,10500,,
INDIAN LAKE,-83.875493,40.467488,5036,1981,Walleye,Fry,75000,LOGAN,CENTRAL
KISER LAKE,-83.981882,40.197181,394,1981,Walleye,Fry,15000,CHAMPAIGN,SOUTHWEST
FINDLEY LAKE,-82.208213,41.137552,85,1981,Northern Pike,Fingerlings,1656,LORAIN,NORTHEAST
OBERLIN RESERVOIR,-82.178209,41.275049,56,1981,Largemouth Bass,Fingerlings,1316,LORAIN,NORTHEAST
AQUILLA LAKE,-81.169823,41.546152,27,1987,Northern Pike,Fingerlings,360,GEAUGA,NORTHEAST
GRIGGS RESERVOIR,-83.093798,40.015646,387,1984,Saugeye,Fingerlings,20520,FRANKLIN,CENTRAL
WELLINGTON UPGROUND RESERVOIR,-82.228769,41.152851,159,1981,Yellow Perch,Fingerlings,16500,LORAIN,NORTHEAST
EVERGREEN LAKE,-83.830774,41.534994,10,1981,Northern Pike,Fingerlings,240,LUCAS,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,1981,Channel Catfish,Fingerlings,1450,LUCAS,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,1981,Largemouth Bass,Fingerlings,725,LUCAS,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,1981,Northern Pike,Fingerlings,580,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1981,Northern Pike,Fingerlings,600,LUCAS,NORTHWEST
LAKE PARK,-81.064262,40.911958,25,1981,Largemouth Bass,Fingerlings,500,MAHONING,NORTHEAST
HINCKLEY LAKE,-81.720128,41.226454,80,1981,Largemouth Bass,Fingerlings,2515,MEDINA,NORTHEAST
HINCKLEY LAKE,-81.720128,41.226454,80,1981,Northern Pike,Fingerlings,2198,MEDINA,NORTHEAST
LAKE MEDINA,-81.822079,41.139254,103,1981,Walleye,Fry,500000,MEDINA,NORTHEAST
GRIGGS RESERVOIR,-83.093798,40.015646,387,1985,Saugeye,Fingerlings,70540,FRANKLIN,CENTRAL
SPENCER LAKE,-82.080427,41.106953,87,1981,Largemouth Bass,Fingerlings,1008,MEDINA,NORTHEAST
FORKED RUN LAKE,-81.767632,39.091778,110,1981,Rainbow Trout,Yearling,1500,MEIGS,SOUTHEAST
FORKED RUN LAKE,-81.767632,39.091778,110,1981,Yellow Perch,Fingerlings,5350,MEIGS,SOUTHEAST
MONROE LAKE,-81.137885,39.818172,39,1981,Rainbow Trout,Yearling,3000,MONROE,SOUTHEAST
BURR OAK LAKE,-82.057644,39.541769,687,1981,Channel Catfish,Fingerlings,32278,ATHENS,SOUTHEAST
BURR OAK LAKE,-82.057644,39.541769,687,1981,Yellow Perch,Fingerlings,30,ATHENS,SOUTHEAST
AEP RECREATION LAND,,,,1981,Channel Catfish,Fingerlings,10000,,
AEP RECREATION LAND,,,,1981,Redear Sunfish,Fry,89000,,
GRIGGS RESERVOIR,-83.093798,40.015646,387,1988,Saugeye,Fingerlings,23100,FRANKLIN,CENTRAL
WOLF CREEK  WILDLIFE AREA,,,,1981,Largemouth Bass,Fingerlings,750,MORGAN,SOUTHEAST
AEP RECREATION LAND,,,,1981,Northern Pike,Fingerlings,8505,,
AEP RECREATION LAND,,,,1981,Largemouth Bass,Fingerlings,2500,,
AMANN RESERVOIR,-82.822403,40.712548,32,1981,Northern Pike,Fingerlings,800,CRAWFORD,NORTHWEST
AMICK RESERVOIR,-82.822681,40.703148,53,1981,Walleye,Fingerlings,5075,MORROW,CENTRAL
AMICK RESERVOIR,-82.822681,40.703148,53,1981,Yellow Perch,Fingerlings,6100,MORROW,CENTRAL
POWELSON WA PONDS,,,,1981,Largemouth Bass,Fingerlings,1000,MUSKINGUM,SOUTHEAST
SENECA LAKE,-81.438174,39.924472,3587,1981,Channel Catfish,Fingerlings,105000,NOBLE,SOUTHEAST
SENECA LAKE,-81.438174,39.924472,3587,1981,Walleye,Fry,72800,NOBLE,SOUTHEAST
WOLF RUN LAKE,-81.54818,39.790673,208,1981,Rainbow Trout,Yearling,1800,NOBLE,SOUTHEAST
GRIGGS RESERVOIR,-83.093798,40.015646,387,1989,Saugeye,Fingerlings,23154,FRANKLIN,CENTRAL
WOLF RUN LAKE,-81.54818,39.790673,208,1981,Rainbow Trout,Yearling,3800,NOBLE,SOUTHEAST
SANDUSKY BAY (LAKE ERIE),,,,1981,Sauger,Fry,241500,,
SANDUSKY BAY (LAKE ERIE),,,,1981,Sauger,Fingerlings,51000,,
PAULDING RESERVOIR,-84.591437,41.124255,67,1981,Channel Catfish,Fingerlings,3250,PAULDING,NORTHWEST
PAULDING RESERVOIR,-84.591437,41.124255,67,1981,Walleye,Fingerlings,6618,PAULDING,NORTHWEST
CLOUSE LAKE,-82.303206,39.765065,19,1981,Channel Catfish,Fingerlings,2292,PERRY,SOUTHEAST
GUILFORD LAKE,-80.872028,40.795059,361,1987,Channel Catfish,Fingerlings,20904,COLUMBIANA,NORTHEAST
NEW LEXINGTON RESERVOIR 1A,-82.215604,39.73372,32,1981,Rainbow Trout,Yearling,1000,PERRY,SOUTHEAST
NEW LEXINGTON RESERVOIR 1A,-82.215604,39.73372,32,1981,Yellow Perch,Fingerlings,2700,PERRY,SOUTHEAST
DEER CREEK LAKE,-83.244914,39.605639,1301,1981,Saugeye,Fry,60000,PICKAWAY,CENTRAL
DEER CREEK LAKE,-83.244914,39.605639,1301,1981,Saugeye,Fry,25200,PICKAWAY,CENTRAL
PIKE LAKE,-83.218797,39.159445,13,1981,Largemouth Bass,Yearling,150,PIKE,SOUTHEAST
PIKE LAKE,-83.218797,39.159445,13,1981,Redear Sunfish,Fry,27000,PIKE,SOUTHEAST
SUNFISH CREEK (SCIOTO R),,,,1981,Rainbow Trout,Yearling,900,,
BERLIN LAKE WILDLIFE AREA,,,,1981,Largemouth Bass,Fingerlings,60,PORTAGE,NORTHEAST
GUILFORD LAKE,-80.872028,40.795059,361,1988,Channel Catfish,Yearling,5767,COLUMBIANA,NORTHEAST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1981,Tiger Muskie,Adv. Fingerlings,9825,PORTAGE,NORTHEAST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1981,Striped Bass,Fry,29362,PORTAGE,NORTHEAST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1981,Striped Bass,Fingerlings,15210,PORTAGE,NORTHEAST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1981,Striped Bass,Fingerlings,4959,PORTAGE,NORTHEAST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1981,Walleye,Fry,44500,PORTAGE,NORTHEAST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1981,Walleye,Fingerlings,50000,PORTAGE,NORTHEAST
ACTON LAKE,-84.73446,39.557816,592,1981,Tiger Muskie,Adv. Fingerlings,8385,BUTLER,SOUTHWEST
RUSH RUN LAKE,-84.612101,39.593845,54,1981,Northern Pike,Fingerlings,572,PREBLE,SOUTHWEST
LEIPSIC RESERVOIR (OLD),-83.92883,41.106385,27,1981,Northern Pike,Fingerlings,600,PUTNAM,NORTHWEST
OTTAWA RESERVOIR,-84.021753,41.014453,20,1981,Largemouth Bass,Fingerlings,825,PUTNAM,NORTHWEST
GUILFORD LAKE,-80.872028,40.795059,361,1988,Channel Catfish,Yearling,4001,COLUMBIANA,NORTHEAST
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,1981,Tiger Muskie,Adv. Fingerlings,3000,ASHLAND,NORTHEAST
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,1981,Sauger,Fry,26100,ASHLAND,NORTHEAST
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,1981,Muskellunge,Fingerlings,2000,RICHLAND,NORTHEAST
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,1981,Muskellunge,Fingerlings,1235,RICHLAND,NORTHEAST
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,1981,Muskellunge,Fingerlings,1000,RICHLAND,NORTHEAST
PLEASANT HILL LAKE,-82.324884,40.622857,783,1981,Channel Catfish,Fingerlings,22780,ASHLAND,NORTHEAST
PLEASANT HILL LAKE,-82.324884,40.622857,783,1981,Saugeye,Fry,25500,ASHLAND,NORTHEAST
GUILFORD LAKE,-80.872028,40.795059,361,1989,Channel Catfish,Yearling,5000,COLUMBIANA,NORTHEAST
PLEASANT HILL LAKE,-82.324884,40.622857,783,1981,Walleye,Fry,25200,ASHLAND,NORTHEAST
CALDWELL LAKE,-82.95422,39.229887,10,1981,Redear Sunfish,Fry,9000,ROSS,SOUTHEAST
STEWART HOLLOW LAKE,-82.961274,39.217758,8,1981,Redear Sunfish,Fry,9000,ROSS,SOUTHEAST
ALDRICH POND,-83.253565,41.447729,34,1981,Northern Pike,Fingerlings,700,SANDUSKY,NORTHWEST
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,1981,Walleye,Fry,2700,HURON,NORTHWEST
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,1981,Walleye,Fingerlings,2500,HURON,NORTHWEST
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,1981,Yellow Perch,Fingerlings,4250,HURON,NORTHWEST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,1981,Channel Catfish,Fingerlings,2000,SANDUSKY,NORTHWEST
GUILFORD LAKE,-80.872028,40.795059,361,1984,Largemouth Bass,Fingerlings,10725,COLUMBIANA,NORTHEAST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,1981,Walleye,Fingerlings,4000,SANDUSKY,NORTHWEST
BEAR LAKE,-83.176305,38.781172,4,1981,Largemouth Bass,Yearling,75,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1981,Rainbow Trout,Yearling,6450,SCIOTO,SOUTHEAST
ATTICA RESERVOIR,-82.890186,41.052844,5.5,1981,Largemouth Bass,Fingerlings,150,SENECA,NORTHWEST
BEAVER CREEK (SANDUSKY R),,,,1981,Brown Trout,Fingerlings,5000,,
BEAVER CREEK (SANDUSKY R),,,,1981,Rainbow Trout,Fingerlings,5000,,
BEAVER CREEK RESERVOIR,-83.02003,41.241359,110,1981,Channel Catfish,Fingerlings,6000,SENECA,NORTHWEST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,1982,Golden Trout,Yearling,2000,JACKSON,SOUTHEAST
BEAVER CREEK RESERVOIR,-83.02003,41.241359,110,1981,Walleye,Fingerlings,4800,SENECA,NORTHWEST
BEAVER CREEK RESERVOIR,-83.02003,41.241359,110,1981,Walleye,Fingerlings,2500,SENECA,NORTHWEST
BEAVER CREEK RESERVOIR,-83.02003,41.241359,110,1981,Yellow Perch,Fingerlings,6000,SENECA,NORTHWEST
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,1981,Largemouth Bass,Fingerlings,9030,STARK,NORTHEAST
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,1981,Largemouth Bass,Fingerlings,970,STARK,NORTHEAST
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,1981,Walleye,Fry,3000000,STARK,NORTHEAST
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,1981,Walleye,Fry,35200,STARK,NORTHEAST
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,1981,Walleye,Fingerlings,50000,STARK,NORTHEAST
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,1981,Walleye,Fingerlings,850,STARK,NORTHEAST
DEER CREEK RESERVOIR,-81.116487,40.968658,334,1981,Channel Catfish,Fingerlings,18094,STARK,NORTHEAST
AQUILLA LAKE,-81.169823,41.546152,27,1988,Northern Pike,Fingerlings,590,GEAUGA,NORTHEAST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,1989,Golden Trout,Yearling,4000,JACKSON,SOUTHEAST
EAST RESERVOIR,-81.531229,41.001156,232,1981,Channel Catfish,Fingerlings,16132,SUMMIT,NORTHEAST
EAST RESERVOIR,-81.531229,41.001156,232,1981,Largemouth Bass,Fingerlings,9520,SUMMIT,NORTHEAST
LONG LAKE,-81.543174,41.015056,224,1981,Chain Pickerel,Fry,67000,SUMMIT,NORTHEAST
LONG LAKE,-81.543174,41.015056,224,1981,Largemouth Bass,Fingerlings,5616,SUMMIT,NORTHEAST
NIMISILA RESERVOIR,-81.515396,40.924456,743,1981,Largemouth Bass,Fingerlings,17679,SUMMIT,NORTHEAST
NIMISILA RESERVOIR,-81.515396,40.924456,743,1981,Largemouth Bass,Fingerlings,2321,SUMMIT,NORTHEAST
NIMISILA RESERVOIR,-81.515396,40.924456,743,1981,Northern Pike,Fingerlings,1337,SUMMIT,NORTHEAST
NIMISILA RESERVOIR,-81.515396,40.924456,743,1981,Northern Pike,Fingerlings,1702,SUMMIT,NORTHEAST
NIMISILA RESERVOIR,-81.515396,40.924456,743,1981,Northern Pike,Fingerlings,1047,SUMMIT,NORTHEAST
NORTH RESERVOIR,-81.542618,41.001756,139,1981,Largemouth Bass,Fingerlings,5414,SUMMIT,NORTHEAST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,1982,Rainbow Trout,Yearling,5902,JACKSON,SOUTHEAST
NORTH RESERVOIR,-81.542618,41.001756,139,1981,Tiger Muskie,Adv. Fingerlings,1177,SUMMIT,NORTHEAST
NORTH RESERVOIR,-81.542618,41.001756,139,1981,Walleye,Fry,10000,SUMMIT,NORTHEAST
NORTH RESERVOIR,-81.542618,41.001756,139,1981,Walleye,Fingerlings,16300,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1981,Tiger Muskie,Adv. Fingerlings,1177,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1981,Walleye,Fry,33000,SUMMIT,NORTHEAST
WEST RESERVOIR,-81.535118,40.980356,98,1981,Largemouth Bass,Fingerlings,5000,SUMMIT,NORTHEAST
MOSQUITO LAKE,-80.758136,41.300057,7204,1981,Walleye,Fry,3000000,TRUMBULL,NORTHEAST
MOSQUITO LAKE,-80.758136,41.300057,7204,1981,Walleye,Fry,8400000,TRUMBULL,NORTHEAST
ATWOOD LAKE,-81.285772,40.526523,1563,1981,Northern Pike,Fingerlings,4000,TUSCARAWAS,NORTHEAST
ZOAR LAKE,-81.425438,40.613984,40,1981,Chain Pickerel,Fingerlings,21,TUSCARAWAS,NORTHEAST
HANGING ROCK LAKE,-82.718326,38.55857,8,1989,Channel Catfish,Yearling,500,LAWRENCE,SOUTHEAST
ZOAR LAKE,-81.425438,40.613984,40,1981,Chain Pickerel,Fingerlings,450,TUSCARAWAS,NORTHEAST
ZOAR LAKE,-81.425438,40.613984,40,1981,Channel Catfish,Fingerlings,3815,TUSCARAWAS,NORTHEAST
ZOAR LAKE,-81.425438,40.613984,40,1981,Channel Catfish,Fingerlings,1680,TUSCARAWAS,NORTHEAST
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,1981,Walleye,Fingerlings,6307,VAN WERT,NORTHWEST
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,1981,Channel Catfish,Fingerlings,3250,VAN WERT,NORTHWEST
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,1981,Walleye,Fingerlings,6307,VAN WERT,NORTHWEST
LAKE HOPE,-82.356263,39.320068,134,1981,Channel Catfish,Fingerlings,5730,VINTON,SOUTHEAST
LADUE RESERVOIR,-81.18649,41.406954,1478,1981,Redear Sunfish,Fingerlings,75000,GEAUGA,NORTHEAST
LAKE RUPERT,-82.520714,39.176466,327,1981,Northern Pike,Fingerlings,3205,VINTON,SOUTHEAST
HARGUS LAKE,-82.887399,39.626751,143,1986,Bluegill,Fingerlings,36500,PICKAWAY,CENTRAL
LAKE RUPERT,-82.520714,39.176466,327,1981,Walleye,Fry,35000,VINTON,SOUTHEAST
KILLBUCK MARSH  WILDLIFE AREA,,,,1981,Largemouth Bass,Fingerlings,270,,
NETTLE LAKE,-84.730407,41.679601,115,1981,Northern Pike,Fingerlings,950,WILLIAMS,NORTHWEST
